id,source_record_id,source_record_type,entity_text,entity_type,confidence,span_start,span_end,extraction_model,resolved_entity_id,created_at
EM000720,FR000036,FIR,Zarna Menon,PERSON,0.78,123,134,drishyam-ner-v1,P000173,2026-09-07T05:41:13.305080Z
EM000721,FR000036,FIR,Patrick Acharya,PERSON,0.78,160,175,drishyam-ner-v1,P000196,2026-09-07T05:41:13.305084Z
EM000722,FR000036,FIR,Blue Orchid Cartel,GANG,0.82,188,206,drishyam-ner-v1,ORG000011,2026-09-07T05:41:13.305088Z
EM000723,FR000036,FIR,A/C XXXX2607,BANK_ACCOUNT,0.85,235,247,drishyam-ner-v1,AC000209,2026-09-07T05:41:13.305091Z
EM000724,FR000036,FIR,19/07/2026,DATE,0.8,303,313,drishyam-ner-v1,,2026-09-07T05:41:13.305095Z
EM000725,FR000036,FIR,A/C XXXX2607,BANK_ACCOUNT,0.85,361,373,drishyam-ner-v1,AC000209,2026-09-07T05:41:13.305099Z
EM000726,FR000036,FIR,Suspects,PERSON,0.78,393,401,drishyam-ner-v1,,2026-09-07T05:41:13.305103Z
EM000727,FR000036,FIR,7505457720,PHONE,0.97,413,423,drishyam-ner-v1,PH000218,2026-09-07T05:41:13.305107Z
EM000728,FR000036,FIR,Zarna Menon,PERSON,0.78,467,478,drishyam-ner-v1,P000173,2026-09-07T05:41:13.305110Z
EM000729,FR000036,FIR,Nagar Night Bazaar,PERSON,0.78,501,519,drishyam-ner-v1,,2026-09-07T05:41:13.305114Z
EM000730,FR000036,FIR,TN38 XY 1542,VEHICLE,0.9,554,566,drishyam-ner-v1,,2026-09-07T05:41:13.305118Z
EM000731,FR000036,FIR,Number,PERSON,0.78,572,578,drishyam-ner-v1,,2026-09-07T05:41:13.305121Z
EM000732,FR000036,FIR,FIR-2026-0034,FIR_NUMBER,0.95,579,592,drishyam-ner-v1,,2026-09-07T05:41:13.305125Z
EM000733,FR000036,FIR,Case Number,LOCATION,0.7,610,621,drishyam-ner-v1,,2026-09-07T05:41:13.305128Z
EM000734,FR000036,FIR,CASE-0031,CASE_NUMBER,0.95,622,631,drishyam-ner-v1,,2026-09-07T05:41:13.305132Z
EM000735,FR000036,FIR,Section,PERSON,0.78,651,658,drishyam-ner-v1,,2026-09-07T05:41:13.305136Z
EM000736,FR000036,FIR,Section 120B IPC,LEGAL_SECTION,0.85,651,667,drishyam-ner-v1,,2026-09-07T05:41:13.305140Z
EM000737,FR000036,FIR,Section,PERSON,0.78,672,679,drishyam-ner-v1,,2026-09-07T05:41:13.305143Z
EM000738,FR000036,FIR,Section 120B IPC,LEGAL_SECTION,0.85,672,688,drishyam-ner-v1,,2026-09-07T05:41:13.305147Z
EM000739,FR000037,FIR,Complainant Chanchal Ahluwalia,PERSON,0.78,0,30,drishyam-ner-v1,,2026-09-07T05:41:13.307077Z
EM000740,FR000037,FIR,Estancia Fuel Station,PERSON,0.78,50,71,drishyam-ner-v1,,2026-09-07T05:41:13.307083Z
EM000741,FR000037,FIR,Madurai,PERSON,0.78,73,80,drishyam-ner-v1,,2026-09-07T05:41:13.307087Z
EM000742,FR000037,FIR,06-May-2026,DATE,0.8,85,96,drishyam-ner-v1,,2026-09-07T05:41:13.307092Z
EM000743,FR000037,FIR,May,PERSON,0.78,88,91,drishyam-ner-v1,,2026-09-07T05:41:13.307097Z
EM000744,FR000037,FIR,Upadhriti Puri,PERSON,0.78,111,125,drishyam-ner-v1,P000023,2026-09-07T05:41:13.307102Z
EM000745,FR000037,FIR,Silk,PERSON,0.78,133,137,drishyam-ner-v1,,2026-09-07T05:41:13.307107Z
EM000746,FR000037,FIR,Max Nadig,PERSON,0.78,143,152,drishyam-ner-v1,P000181,2026-09-07T05:41:13.307111Z
EM000747,FR000037,FIR,kidnapping,CRIME_TYPE,0.75,164,174,drishyam-ner-v1,,2026-09-07T05:41:13.307115Z
EM000748,FR000037,FIR,05/05/2026,DATE,0.8,178,188,drishyam-ner-v1,,2026-09-07T05:41:13.307120Z
EM000749,FR000037,FIR,Upadhriti Puri,PERSON,0.78,228,242,drishyam-ner-v1,P000023,2026-09-07T05:41:13.307124Z
EM000750,FR000037,FIR,8486748501,PHONE,0.97,276,286,drishyam-ner-v1,PH000031,2026-09-07T05:41:13.307129Z
EM000751,FR000037,FIR,TN58 PZ 6887,VEHICLE,0.9,341,353,drishyam-ner-v1,,2026-09-07T05:41:13.307133Z
EM000752,FR000037,FIR,Estancia Fuel Station,PERSON,0.78,359,380,drishyam-ner-v1,,2026-09-07T05:41:13.307138Z
EM000753,FR000037,FIR,18-May-2026,DATE,0.8,384,395,drishyam-ner-v1,,2026-09-07T05:41:13.307143Z
EM000754,FR000037,FIR,May,PERSON,0.78,387,390,drishyam-ner-v1,,2026-09-07T05:41:13.307147Z
EM000755,FR000037,FIR,The Silver Line,ORGANIZATION,0.7,397,412,drishyam-ner-v1,,2026-09-07T05:41:13.307152Z
EM000756,FR000037,FIR,Network,GANG,0.82,413,420,drishyam-ner-v1,,2026-09-07T05:41:13.307157Z
EM000757,FR000037,FIR,Number,PERSON,0.78,459,465,drishyam-ner-v1,,2026-09-07T05:41:13.307161Z
EM000758,FR000037,FIR,FIR-2026-0035,FIR_NUMBER,0.95,466,479,drishyam-ner-v1,,2026-09-07T05:41:13.307166Z
EM000759,FR000037,FIR,Case Number,LOCATION,0.7,486,497,drishyam-ner-v1,,2026-09-07T05:41:13.307170Z
EM000760,FR000037,FIR,CASE-0032,CASE_NUMBER,0.95,498,507,drishyam-ner-v1,,2026-09-07T05:41:13.307174Z
EM000761,FR000037,FIR,Section,PERSON,0.78,524,531,drishyam-ner-v1,,2026-09-07T05:41:13.307184Z
EM000762,FR000037,FIR,Section 366 IPC,LEGAL_SECTION,0.85,524,539,drishyam-ner-v1,,2026-09-07T05:41:13.307191Z
EM000763,FR000037,FIR,Investigation,LOCATION,0.7,552,565,drishyam-ner-v1,,2026-09-07T05:41:13.307196Z
EM000764,FR000038,FIR,Complainant Faraj Mistry,PERSON,0.78,0,24,drishyam-ner-v1,,2026-09-07T05:41:13.309284Z
EM000765,FR000038,FIR,Estancia Bridge End,PERSON,0.78,37,56,drishyam-ner-v1,,2026-09-07T05:41:13.309289Z
EM000766,FR000038,FIR,Madurai,PERSON,0.78,75,82,drishyam-ner-v1,,2026-09-07T05:41:13.309292Z
EM000767,FR000038,FIR,09-Oct-2024,DATE,0.8,86,97,drishyam-ner-v1,,2026-09-07T05:41:13.309295Z
EM000768,FR000038,FIR,Oct,PERSON,0.78,89,92,drishyam-ner-v1,,2026-09-07T05:41:13.309310Z
EM000769,FR000038,FIR,Kashish Venkatesh,PERSON,0.78,103,120,drishyam-ner-v1,P000138,2026-09-07T05:41:13.309313Z
EM000770,FR000038,FIR,Ira Bhatnagar,PERSON,0.78,142,155,drishyam-ner-v1,P000143,2026-09-07T05:41:13.309317Z
EM000771,FR000038,FIR,Black Lotus Network,GANG,0.82,163,182,drishyam-ner-v1,ORG000009,2026-09-07T05:41:13.309320Z
EM000772,FR000038,FIR,30/09/2024,DATE,0.8,271,281,drishyam-ner-v1,,2026-09-07T05:41:13.309323Z
EM000773,FR000038,FIR,Kashish Venkatesh,PERSON,0.78,283,300,drishyam-ner-v1,P000138,2026-09-07T05:41:13.309338Z
EM000774,FR000038,FIR,9042131370,PHONE,0.97,337,347,drishyam-ner-v1,PH000176,2026-09-07T05:41:13.309342Z
EM000775,FR000038,FIR,The,LOCATION,0.7,393,396,drishyam-ner-v1,,2026-09-07T05:41:13.309346Z
EM000776,FR000038,FIR,TN55 AV 5925,VEHICLE,0.9,454,466,drishyam-ner-v1,VH000092,2026-09-07T05:41:13.309349Z
EM000777,FR000038,FIR,Number,PERSON,0.78,472,478,drishyam-ner-v1,,2026-09-07T05:41:13.309352Z
EM000778,FR000038,FIR,FIR-2024-0036,FIR_NUMBER,0.95,479,492,drishyam-ner-v1,,2026-09-07T05:41:13.309356Z
EM000779,FR000038,FIR,Case Number,LOCATION,0.7,510,521,drishyam-ner-v1,,2026-09-07T05:41:13.309359Z
EM000780,FR000038,FIR,CASE-0033,CASE_NUMBER,0.95,522,531,drishyam-ner-v1,,2026-09-07T05:41:13.309362Z
EM000781,FR000038,FIR,Investigating,PERSON,0.78,594,607,drishyam-ner-v1,,2026-09-07T05:41:13.309365Z
EM000782,FR000039,FIR,Complainant Tripti Narayan,PERSON,0.78,0,26,drishyam-ner-v1,,2026-09-07T05:41:13.310715Z
EM000783,FR000039,FIR,Ukkadam Toll Plaza,GANG,0.82,46,64,drishyam-ner-v1,,2026-09-07T05:41:13.310718Z
EM000784,FR000039,FIR,Sivaganga,PERSON,0.78,66,75,drishyam-ner-v1,,2026-09-07T05:41:13.310720Z
EM000785,FR000039,FIR,26-Sep-2024,DATE,0.8,80,91,drishyam-ner-v1,,2026-09-07T05:41:13.310723Z
EM000786,FR000039,FIR,Sep,PERSON,0.78,83,86,drishyam-ner-v1,,2026-09-07T05:41:13.310725Z
EM000787,FR000039,FIR,Dhriti Pall,PERSON,0.78,106,117,drishyam-ner-v1,P000058,2026-09-07T05:41:13.310728Z
EM000788,FR000039,FIR,Silk,PERSON,0.78,125,129,drishyam-ner-v1,,2026-09-07T05:41:13.310730Z
EM000789,FR000039,FIR,Dhriti Pall,PERSON,0.78,135,146,drishyam-ner-v1,P000058,2026-09-07T05:41:13.310732Z
EM000790,FR000039,FIR,fraud,CRIME_TYPE,0.75,158,163,drishyam-ner-v1,,2026-09-07T05:41:13.310734Z
EM000791,FR000039,FIR,23/09/2024,DATE,0.8,167,177,drishyam-ner-v1,,2026-09-07T05:41:13.310737Z
EM000792,FR000039,FIR,Dhriti Pall,PERSON,0.78,217,228,drishyam-ner-v1,P000058,2026-09-07T05:41:13.310739Z
EM000793,FR000039,FIR,6113464160,PHONE,0.97,262,272,drishyam-ner-v1,PH000074,2026-09-07T05:41:13.310741Z
EM000794,FR000039,FIR,TN19 RZ 2449,VEHICLE,0.9,327,339,drishyam-ner-v1,VH000038,2026-09-07T05:41:13.310744Z
EM000795,FR000039,FIR,Ukkadam Toll Plaza,PERSON,0.78,345,363,drishyam-ner-v1,,2026-09-07T05:41:13.310746Z
EM000796,FR000039,FIR,04-Oct-2024,DATE,0.8,367,378,drishyam-ner-v1,,2026-09-07T05:41:13.310749Z
EM000797,FR000039,FIR,Oct,PERSON,0.78,370,373,drishyam-ner-v1,,2026-09-07T05:41:13.310751Z
EM000798,FR000039,FIR,The North Star,ORGANIZATION,0.7,380,394,drishyam-ner-v1,,2026-09-07T05:41:13.310753Z
EM000799,FR000039,FIR,Outfit,GANG,0.82,395,401,drishyam-ner-v1,,2026-09-07T05:41:13.310755Z
EM000800,FR000039,FIR,Number,PERSON,0.78,440,446,drishyam-ner-v1,,2026-09-07T05:41:13.310757Z
EM000801,FR000039,FIR,FIR-2024-0037,FIR_NUMBER,0.95,447,460,drishyam-ner-v1,,2026-09-07T05:41:13.310759Z
EM000802,FR000039,FIR,Case Number,LOCATION,0.7,467,478,drishyam-ner-v1,,2026-09-07T05:41:13.310761Z
EM000803,FR000039,FIR,CASE-0034,CASE_NUMBER,0.95,479,488,drishyam-ner-v1,,2026-09-07T05:41:13.310763Z
EM000804,FR000039,FIR,Section,PERSON,0.78,505,512,drishyam-ner-v1,,2026-09-07T05:41:13.310766Z
EM000805,FR000039,FIR,Section 420 IPC,LEGAL_SECTION,0.85,505,520,drishyam-ner-v1,,2026-09-07T05:41:13.310768Z
EM000806,FR000039,FIR,Investigation,LOCATION,0.7,533,546,drishyam-ner-v1,,2026-09-07T05:41:13.310770Z
EM000807,FR000040,FIR,Based,PERSON,0.78,0,5,drishyam-ner-v1,,2026-09-07T05:41:13.311901Z
EM000808,FR000040,FIR,06-Apr-2024,DATE,0.8,33,44,drishyam-ner-v1,,2026-09-07T05:41:13.311904Z
EM000809,FR000040,FIR,Apr,PERSON,0.78,36,39,drishyam-ner-v1,,2026-09-07T05:41:13.311907Z
EM000810,FR000040,FIR,Ukkadam Cold Storage,PERSON,0.78,78,98,drishyam-ner-v1,,2026-09-07T05:41:13.311909Z
EM000811,FR000040,FIR,Perambalur,PERSON,0.78,100,110,drishyam-ner-v1,,2026-09-07T05:41:13.311911Z
EM000812,FR000040,FIR,Complainant Kai Acharya,PERSON,0.78,112,135,drishyam-ner-v1,,2026-09-07T05:41:13.311913Z
EM000813,FR000040,FIR,Omisha Srivastava,PERSON,0.78,147,164,drishyam-ner-v1,P000134,2026-09-07T05:41:13.311916Z
EM000814,FR000040,FIR,Silk,PERSON,0.78,172,176,drishyam-ner-v1,,2026-09-07T05:41:13.311918Z
EM000815,FR000040,FIR,Isaac Srinivas,PERSON,0.78,182,196,drishyam-ner-v1,P000128,2026-09-07T05:41:13.311920Z
EM000816,FR000040,FIR,Crimson Tide Group,GANG,0.82,231,249,drishyam-ner-v1,ORG000008,2026-09-07T05:41:13.311922Z
EM000817,FR000040,FIR,29/03/2024,DATE,0.8,270,280,drishyam-ner-v1,,2026-09-07T05:41:13.311925Z
EM000818,FR000040,FIR,Omisha Srivastava,PERSON,0.78,326,343,drishyam-ner-v1,P000134,2026-09-07T05:41:13.311927Z
EM000819,FR000040,FIR,TN27 TP 8810,VEHICLE,0.9,376,388,drishyam-ner-v1,,2026-09-07T05:41:13.311929Z
EM000820,FR000040,FIR,9089060939,PHONE,0.97,433,443,drishyam-ner-v1,PH000171,2026-09-07T05:41:13.311932Z
EM000821,FR000040,FIR,Contraband,PERSON,0.78,445,455,drishyam-ner-v1,,2026-09-07T05:41:13.311934Z
EM000822,FR000040,FIR,Number,PERSON,0.78,498,504,drishyam-ner-v1,,2026-09-07T05:41:13.311936Z
EM000823,FR000040,FIR,FIR-2024-0038,FIR_NUMBER,0.95,505,518,drishyam-ner-v1,,2026-09-07T05:41:13.311938Z
EM000824,FR000040,FIR,Case Number,LOCATION,0.7,525,536,drishyam-ner-v1,,2026-09-07T05:41:13.311940Z
EM000825,FR000040,FIR,CASE-0035,CASE_NUMBER,0.95,537,546,drishyam-ner-v1,,2026-09-07T05:41:13.311942Z
EM000826,FR000040,FIR,Act,PERSON,0.78,583,586,drishyam-ner-v1,,2026-09-07T05:41:13.311944Z
EM000827,FR000041,FIR,20/03/2025,DATE,0.8,3,13,drishyam-ner-v1,,2026-09-07T05:41:13.312972Z
EM000828,FR000041,FIR,Ishaan Panchal,PERSON,0.78,46,60,drishyam-ner-v1,P000612,2026-09-07T05:41:13.312975Z
EM000829,FR000041,FIR,Sulur Check Post,PERSON,0.78,76,92,drishyam-ner-v1,,2026-09-07T05:41:13.312978Z
EM000830,FR000041,FIR,Coimbatore,PERSON,0.78,94,104,drishyam-ner-v1,,2026-09-07T05:41:13.312980Z
EM000831,FR000041,FIR,Chaman Kibe,PERSON,0.78,109,120,drishyam-ner-v1,P000104,2026-09-07T05:41:13.312983Z
EM000832,FR000041,FIR,Yashawini Saraf,PERSON,0.78,141,156,drishyam-ner-v1,P000112,2026-09-07T05:41:13.312985Z
EM000833,FR000041,FIR,Delta Cartel,GANG,0.82,173,185,drishyam-ner-v1,ORG000006,2026-09-07T05:41:13.312987Z
EM000834,FR000041,FIR,Chaman Kibe,PERSON,0.78,264,275,drishyam-ner-v1,P000104,2026-09-07T05:41:13.312989Z
EM000835,FR000041,FIR,9906286630,PHONE,0.97,309,319,drishyam-ner-v1,PH000134,2026-09-07T05:41:13.312992Z
EM000836,FR000041,FIR,TN19 HG 3902,VEHICLE,0.9,357,369,drishyam-ner-v1,VH000069,2026-09-07T05:41:13.312994Z
EM000837,FR000041,FIR,07-Apr-2025,DATE,0.8,383,394,drishyam-ner-v1,,2026-09-07T05:41:13.312996Z
EM000838,FR000041,FIR,Apr,PERSON,0.78,386,389,drishyam-ner-v1,,2026-09-07T05:41:13.312998Z
EM000839,FR000041,FIR,Number,PERSON,0.78,400,406,drishyam-ner-v1,,2026-09-07T05:41:13.313001Z
EM000840,FR000041,FIR,FIR-2025-0039,FIR_NUMBER,0.95,407,420,drishyam-ner-v1,,2026-09-07T05:41:13.313003Z
EM000841,FR000041,FIR,Case Number,LOCATION,0.7,427,438,drishyam-ner-v1,,2026-09-07T05:41:13.313005Z
EM000842,FR000041,FIR,CASE-0036,CASE_NUMBER,0.95,439,448,drishyam-ner-v1,,2026-09-07T05:41:13.313007Z
EM000843,FR000041,FIR,Section,PERSON,0.78,465,472,drishyam-ner-v1,,2026-09-07T05:41:13.313009Z
EM000844,FR000041,FIR,Section 506,LEGAL_SECTION,0.85,465,476,drishyam-ner-v1,,2026-09-07T05:41:13.313011Z
EM000845,FR000041,FIR,Investigation,LOCATION,0.7,496,509,drishyam-ner-v1,,2026-09-07T05:41:13.313013Z
EM000846,FR000042,FIR,Complainant Odika Sahni,PERSON,0.78,0,23,drishyam-ner-v1,,2026-09-07T05:41:13.314142Z
EM000847,FR000042,FIR,Azhagar Koil Road,PERSON,0.78,43,60,drishyam-ner-v1,,2026-09-07T05:41:13.314145Z
EM000848,FR000042,FIR,Junction,PERSON,0.78,61,69,drishyam-ner-v1,,2026-09-07T05:41:13.314147Z
EM000849,FR000042,FIR,Thoothukudi,PERSON,0.78,71,82,drishyam-ner-v1,,2026-09-07T05:41:13.314150Z
EM000850,FR000042,FIR,07-Sep-2025,DATE,0.8,87,98,drishyam-ner-v1,,2026-09-07T05:41:13.314152Z
EM000851,FR000042,FIR,Sep,PERSON,0.78,90,93,drishyam-ner-v1,,2026-09-07T05:41:13.314154Z
EM000852,FR000042,FIR,Hema Tata,PERSON,0.78,113,122,drishyam-ner-v1,P000177,2026-09-07T05:41:13.314156Z
EM000853,FR000042,FIR,Silk,PERSON,0.78,130,134,drishyam-ner-v1,,2026-09-07T05:41:13.314159Z
EM000854,FR000042,FIR,Hema Tata,PERSON,0.78,140,149,drishyam-ner-v1,P000177,2026-09-07T05:41:13.314161Z
EM000855,FR000042,FIR,counterfeit,CRIME_TYPE,0.75,161,172,drishyam-ner-v1,,2026-09-07T05:41:13.314163Z
EM000856,FR000042,FIR,02/09/2025,DATE,0.8,179,189,drishyam-ner-v1,,2026-09-07T05:41:13.314165Z
EM000857,FR000042,FIR,Hema Tata,PERSON,0.78,229,238,drishyam-ner-v1,P000177,2026-09-07T05:41:13.314167Z
EM000858,FR000042,FIR,8660942447,PHONE,0.97,272,282,drishyam-ner-v1,PH000223,2026-09-07T05:41:13.314169Z
EM000859,FR000042,FIR,TN58 AG 4022,VEHICLE,0.9,337,349,drishyam-ner-v1,,2026-09-07T05:41:13.314172Z
EM000860,FR000042,FIR,Azhagar Koil Road,PERSON,0.78,355,372,drishyam-ner-v1,,2026-09-07T05:41:13.314174Z
EM000861,FR000042,FIR,Junction,PERSON,0.78,373,381,drishyam-ner-v1,,2026-09-07T05:41:13.314176Z
EM000862,FR000042,FIR,12-Sep-2025,DATE,0.8,385,396,drishyam-ner-v1,,2026-09-07T05:41:13.314180Z
EM000863,FR000042,FIR,Sep,PERSON,0.78,388,391,drishyam-ner-v1,,2026-09-07T05:41:13.314182Z
EM000864,FR000042,FIR,The Blue Orchid,ORGANIZATION,0.7,398,413,drishyam-ner-v1,,2026-09-07T05:41:13.314184Z
EM000865,FR000042,FIR,Cartel,GANG,0.82,414,420,drishyam-ner-v1,,2026-09-07T05:41:13.314186Z
EM000866,FR000042,FIR,Number,PERSON,0.78,459,465,drishyam-ner-v1,,2026-09-07T05:41:13.314188Z
EM000867,FR000042,FIR,FIR-2025-0040,FIR_NUMBER,0.95,466,479,drishyam-ner-v1,,2026-09-07T05:41:13.314190Z
EM000868,FR000042,FIR,Case Number,LOCATION,0.7,486,497,drishyam-ner-v1,,2026-09-07T05:41:13.314192Z
EM000869,FR000042,FIR,CASE-0037,CASE_NUMBER,0.95,498,507,drishyam-ner-v1,,2026-09-07T05:41:13.314194Z
EM000870,FR000042,FIR,Section,PERSON,0.78,524,531,drishyam-ner-v1,,2026-09-07T05:41:13.314197Z
EM000871,FR000042,FIR,Section 489C IPC,LEGAL_SECTION,0.85,524,540,drishyam-ner-v1,,2026-09-07T05:41:13.314199Z
EM000872,FR000042,FIR,Investigation,LOCATION,0.7,553,566,drishyam-ner-v1,,2026-09-07T05:41:13.314201Z
EM000873,FR000043,FIR,Complainant Agastya Bassi,PERSON,0.78,0,25,drishyam-ner-v1,,2026-09-07T05:41:13.315240Z
EM000874,FR000043,FIR,Central Market Junction,LOCATION,0.7,38,61,drishyam-ner-v1,LOC000061,2026-09-07T05:41:13.315243Z
EM000875,FR000043,FIR,Chengalpattu,PERSON,0.78,80,92,drishyam-ner-v1,,2026-09-07T05:41:13.315245Z
EM000876,FR000043,FIR,20-Mar-2026,DATE,0.8,96,107,drishyam-ner-v1,,2026-09-07T05:41:13.315247Z
EM000877,FR000043,FIR,Mar,PERSON,0.78,99,102,drishyam-ner-v1,,2026-09-07T05:41:13.315250Z
EM000878,FR000043,FIR,Damini Dutt,PERSON,0.78,113,124,drishyam-ner-v1,P000201,2026-09-07T05:41:13.315252Z
EM000879,FR000043,FIR,Hredhaan Bumb,PERSON,0.78,144,157,drishyam-ner-v1,P000108,2026-09-07T05:41:13.315254Z
EM000880,FR000043,FIR,Steel Falcon Gang,GANG,0.82,165,182,drishyam-ner-v1,ORG000012,2026-09-07T05:41:13.315256Z
EM000881,FR000043,FIR,14/03/2026,DATE,0.8,271,281,drishyam-ner-v1,,2026-09-07T05:41:13.315259Z
EM000882,FR000043,FIR,Damini Dutt,PERSON,0.78,283,294,drishyam-ner-v1,P000201,2026-09-07T05:41:13.315261Z
EM000883,FR000043,FIR,6361253010,PHONE,0.97,331,341,drishyam-ner-v1,PH000249,2026-09-07T05:41:13.315263Z
EM000884,FR000043,FIR,The,LOCATION,0.7,387,390,drishyam-ner-v1,,2026-09-07T05:41:13.315265Z
EM000885,FR000043,FIR,TN27 KY 7235,VEHICLE,0.9,448,460,drishyam-ner-v1,,2026-09-07T05:41:13.315267Z
EM000886,FR000043,FIR,Number,PERSON,0.78,466,472,drishyam-ner-v1,,2026-09-07T05:41:13.315269Z
EM000887,FR000043,FIR,FIR-2026-0041,FIR_NUMBER,0.95,473,486,drishyam-ner-v1,,2026-09-07T05:41:13.315272Z
EM000888,FR000043,FIR,Case Number,LOCATION,0.7,504,515,drishyam-ner-v1,,2026-09-07T05:41:13.315274Z
EM000889,FR000043,FIR,CASE-0038,CASE_NUMBER,0.95,516,525,drishyam-ner-v1,,2026-09-07T05:41:13.315276Z
EM000890,FR000043,FIR,Investigating,PERSON,0.78,588,601,drishyam-ner-v1,,2026-09-07T05:41:13.315278Z
EM000891,FR000044,FIR,Complainant Mason Dube,PERSON,0.78,0,22,drishyam-ner-v1,,2026-09-07T05:41:13.316364Z
EM000892,FR000044,FIR,Peelamedu Harbour Gate,PERSON,0.78,35,57,drishyam-ner-v1,,2026-09-07T05:41:13.316367Z
EM000893,FR000044,FIR,Nilgiris,PERSON,0.78,76,84,drishyam-ner-v1,,2026-09-07T05:41:13.316369Z
EM000894,FR000044,FIR,24-Apr-2024,DATE,0.8,88,99,drishyam-ner-v1,,2026-09-07T05:41:13.316371Z
EM000895,FR000044,FIR,Apr,PERSON,0.78,91,94,drishyam-ner-v1,,2026-09-07T05:41:13.316373Z
EM000896,FR000044,FIR,Patrick Acharya,PERSON,0.78,105,120,drishyam-ner-v1,P000196,2026-09-07T05:41:13.316375Z
EM000897,FR000044,FIR,Silk,PERSON,0.78,128,132,drishyam-ner-v1,,2026-09-07T05:41:13.316378Z
EM000898,FR000044,FIR,Yashawini Saraf,PERSON,0.78,138,153,drishyam-ner-v1,P000112,2026-09-07T05:41:13.316380Z
EM000899,FR000044,FIR,Blue Orchid Cartel,GANG,0.82,161,179,drishyam-ner-v1,ORG000011,2026-09-07T05:41:13.316382Z
EM000900,FR000044,FIR,21/04/2024,DATE,0.8,268,278,drishyam-ner-v1,,2026-09-07T05:41:13.316384Z
EM000901,FR000044,FIR,Patrick Acharya,PERSON,0.78,280,295,drishyam-ner-v1,P000196,2026-09-07T05:41:13.316387Z
EM000902,FR000044,FIR,8715924397,PHONE,0.97,332,342,drishyam-ner-v1,PH000243,2026-09-07T05:41:13.316389Z
EM000903,FR000044,FIR,The,LOCATION,0.7,388,391,drishyam-ner-v1,,2026-09-07T05:41:13.316391Z
EM000904,FR000044,FIR,TN58 RY 5573,VEHICLE,0.9,449,461,drishyam-ner-v1,,2026-09-07T05:41:13.316393Z
EM000905,FR000044,FIR,Number,PERSON,0.78,467,473,drishyam-ner-v1,,2026-09-07T05:41:13.316395Z
EM000906,FR000044,FIR,FIR-2024-0042,FIR_NUMBER,0.95,474,487,drishyam-ner-v1,,2026-09-07T05:41:13.316398Z
EM000907,FR000044,FIR,Case Number,LOCATION,0.7,505,516,drishyam-ner-v1,,2026-09-07T05:41:13.316402Z
EM000908,FR000044,FIR,CASE-0039,CASE_NUMBER,0.95,517,526,drishyam-ner-v1,,2026-09-07T05:41:13.316405Z
EM000909,FR000044,FIR,Investigating,PERSON,0.78,589,602,drishyam-ner-v1,,2026-09-07T05:41:13.316409Z
EM000910,FR000045,FIR,Based,PERSON,0.78,0,5,drishyam-ner-v1,,2026-09-07T05:41:13.317809Z
EM000911,FR000045,FIR,23-Feb-2025,DATE,0.8,33,44,drishyam-ner-v1,,2026-09-07T05:41:13.317812Z
EM000912,FR000045,FIR,Feb,PERSON,0.78,36,39,drishyam-ner-v1,,2026-09-07T05:41:13.317815Z
EM000913,FR000045,FIR,Peelamedu Harbour Gate,PERSON,0.78,78,100,drishyam-ner-v1,,2026-09-07T05:41:13.317817Z
EM000914,FR000045,FIR,Vellore,PERSON,0.78,102,109,drishyam-ner-v1,,2026-09-07T05:41:13.317819Z
EM000915,FR000045,FIR,Complainant Netra Datta,PERSON,0.78,111,134,drishyam-ner-v1,,2026-09-07T05:41:13.317822Z
EM000916,FR000045,FIR,Noah Kohli,PERSON,0.78,146,156,drishyam-ner-v1,P000157,2026-09-07T05:41:13.317824Z
EM000917,FR000045,FIR,Silk,PERSON,0.78,164,168,drishyam-ner-v1,,2026-09-07T05:41:13.317826Z
EM000918,FR000045,FIR,Yashawini Radhakrishnan,PERSON,0.78,174,197,drishyam-ner-v1,P000017,2026-09-07T05:41:13.317828Z
EM000919,FR000045,FIR,Eastern Arc Outfit,GANG,0.82,232,250,drishyam-ner-v1,ORG000010,2026-09-07T05:41:13.317831Z
EM000920,FR000045,FIR,16/02/2025,DATE,0.8,271,281,drishyam-ner-v1,,2026-09-07T05:41:13.317833Z
EM000921,FR000045,FIR,Noah Kohli,PERSON,0.78,327,337,drishyam-ner-v1,P000157,2026-09-07T05:41:13.317835Z
EM000922,FR000045,FIR,TN01 FJ 4644,VEHICLE,0.9,370,382,drishyam-ner-v1,,2026-09-07T05:41:13.317837Z
EM000923,FR000045,FIR,7260213818,PHONE,0.97,427,437,drishyam-ner-v1,PH000198,2026-09-07T05:41:13.317839Z
EM000924,FR000045,FIR,Contraband,PERSON,0.78,439,449,drishyam-ner-v1,,2026-09-07T05:41:13.317842Z
EM000925,FR000045,FIR,Number,PERSON,0.78,493,499,drishyam-ner-v1,,2026-09-07T05:41:13.317844Z
EM000926,FR000045,FIR,FIR-2025-0043,FIR_NUMBER,0.95,500,513,drishyam-ner-v1,,2026-09-07T05:41:13.317846Z
EM000927,FR000045,FIR,Case Number,LOCATION,0.7,520,531,drishyam-ner-v1,,2026-09-07T05:41:13.317848Z
EM000928,FR000045,FIR,CASE-0040,CASE_NUMBER,0.95,532,541,drishyam-ner-v1,,2026-09-07T05:41:13.317850Z
EM000929,FR000045,FIR,Section,PERSON,0.78,573,580,drishyam-ner-v1,,2026-09-07T05:41:13.317852Z
EM000930,FR000046,FIR,28-Nov-2024,DATE,0.8,3,14,drishyam-ner-v1,,2026-09-07T05:41:13.319072Z
